Shopify Product Handle,Review Creation Date,Review Content,Review Score,Review Title,Reviewer Display Name,Reviewer Email,Publish Review
oil-of-oregano,2020-05-04,I USE IT FOR LYME DISEASES IT WORKS PERFECT,5,AMAZING QUALITY,Albert,example@example.com,TRUE
oil-of-oregano,2018-09-07,Great oil of oregano. Took another brand it was very harsh on the stomach. These are definitely easier to digest. Always take oil of oregano at first symptom of illness and it usually stops it in its track,5,Gentle oil of oregano,Laur,example@example.com,TRUE
oil-of-oregano,2019-12-15,Really helpful for immune boosting. Taking 3+ of these daily to keep healthy throughout cold season!,5,Liquid capsules,JB,example@example.com,TRUE
oil-of-oregano,2019-03-11,Easy to take. I truly believe O of O helps keep me off antibiotics during the winter when I'm prone to sinus infections. I've been taking this brand for several years.,5,Good product.,Kindle Customer,example@example.com,TRUE
oil-of-oregano,2020-05-03,High quality as described  well packaged fast shipping.,5,Another happy purchase.  This company rocks!,Beth Swank,example@example.com,TRUE
oil-of-oregano,2018-02-27,These have helped us through all kinds of infections.We avoid drugs and these natural antibiotics have helped us tremendously.I always trust Gaia. Their herbs are potent and fresh.Get this. This remedy needs to always be in your herbal medicine cabinet.,5,Natural Antibiotics without the Anti-life,Homeschooling Mama.,example@example.com,TRUE
oil-of-oregano,2018-10-04,Take 2 week to help dishydrotic eczemaSeems to be helping with blisteringA little unsettling on stomach occasionally,4,Give it a try for 2 weeks at least,Amanda L. Buchanan,example@example.com,TRUE
oil-of-oregano,2020-04-27,Excellent product try steaming into lungs besides taking orally,5,Quality product,kirah hesky,example@example.com,TRUE
oil-of-oregano,2019-09-08,Great product. I bought this to help with my gut issues. Hard to say if it’s working but overall I’m satisfied,5,Great product,Jersey,example@example.com,TRUE
oil-of-oregano,2018-02-27,Best we've tried so far. Obvious results including lessening of candida symptoms. Leaves you with a slight taste of oregano - but it is not obtrusive or long lasting. No tummy upset (take with food) price is good for quantity and quality.,5,Best Oil of Oregano we've tried,KB,example@example.com,TRUE
oil-of-oregano,2019-07-12,Oregano oil is an important component of my home apothecary. We use it to help battle colds viruses and the like.,5,Helps boost the immune system,J Davis,example@example.com,TRUE
oil-of-oregano,2020-05-18,I ordered this because I read it gets rid of strep throat. I had strep throat from April 30- may 3 and the oregano oil pills finally arrived may 7. I’ve been taking them religiously twice a day at 12pm and 12am. It’s been almost 2 weeks (It’s been advised to not take it more than 2-3 week) and guess what? I woke up with strep throat again today. Not only did it not help I ended up getting the infection literally 2 weeks apart from each other! It might help with the common cold I don’t know but I’ve been reading more about oregano oil and there is NO PROVEN STUDY THAT IT ACTUALLY DOES ANYTHING! I’m switching to vitamin C. Lemon water seems to cure strep throat quickly so maybe vitamin c tablets will do better to cure strep throat from recurring 2 weeks apart!,1,there is NO PROVEN STUDY THAT IT ACTUALLY DOES ANYTHING!,Ss_88,example@example.com,TRUE
oil-of-oregano,2020-02-09,Very good product. It also stops pain in my stomach. I recommend.,5,It works,joy e,example@example.com,TRUE
oil-of-oregano,2020-06-04,Love this product! Thank you!,5,Highly recommend!,G,example@example.com,TRUE
oil-of-oregano,2016-06-25,Oil of oregano oil is exceptionally strong to ingest but this product in liquid Phyto-capsules provide the healing benefits especially for yeast/fungal issues without the terrible taste. Oil of oregano is pretty straining on your liver so be sure to not go over the suggested maximum time of use of 2-4 wks to give your organs a rest.,5,Strong and effective.,RescuePup,example@example.com,TRUE
oil-of-oregano,2020-03-10,Keeping us healthy during cold and flu and corona season!,5,Easy to swallow no after taste!,Schannon,example@example.com,TRUE
oil-of-oregano,2015-06-23,My new go to cold prevention remedy!  I'm a big believer in all natural and homeopathic remedies and this is now at the top of my list for helping to not only boost my immune system but knock out a potential cold in its earliest stages with only a couple of capsules.  They are large capsules but easy to swallow and they do the job!,5,My new go to cold prevention remedy!,Bliss Om,example@example.com,TRUE
oil-of-oregano,2020-08-09,What’s needed,5,It works,Phillip Mason,example@example.com,TRUE
oil-of-oregano,2015-10-05,I swear by oil of oregano. First time I have used capsule form and I am happy so far. It's October in northern Ohio and kids are getting sick. 2 people I work with have kids and missed work for 2 days. Don't  claim it as a cure all. it helps. got some from a vitamin store  but they were not liquid.,5,First time I have used capsule form and I am happy so far,Carmen,example@example.com,TRUE
oil-of-oregano,2021-08-10,Very good quality of oregano oil but I couldn’t handle the oily burps all day after I took them,2,Oily burps,K. Thompson,example@example.com,TRUE
oil-of-oregano,2019-11-02,I think it made me have a better eye checkup something changed for the better.,5,I think it works,janelle hartness,example@example.com,TRUE
oil-of-oregano,2020-06-06,I had an allergic reaction to it but my husband and daughter are fine with it.,3,Different reaction from some family members.,Kindle Customer,example@example.com,TRUE
oil-of-oregano,2017-06-05,Great product!  So much better than trying to take the oil with out the capsules.  Never felt healthier in life than with these Olive leaf and Monolaurin.  Still have not been ill in two years of taking them a few times a week!,5,Great product! So much better than trying to take ...,Ant,example@example.com,TRUE
oil-of-oregano,2018-04-08,I love Gaia's products. Found this cheaper here than in the store. Never had any problems always great quality.Just fyi you might burp a little oregano fumes here and there 😅.  Haha. Love it.,5,Love company and product,Becca,example@example.com,TRUE
oil-of-oregano,2020-05-27,Great for the body,5,try it,Derek,example@example.com,TRUE
oil-of-oregano,2019-08-26,They really work.  Whenever I get sick I start taking them and they uplift my immune system fast!,5,Love these pills!!!!!!,Lore Gila,example@example.com,TRUE
oil-of-oregano,2017-02-05,This is my maintenance supplement.  I take it nightly.  In my iffice everyone was sick.  When I ran out of it about a 7 to 10 days later I got sick.  I do use another brand when I'm sick for high dosing.,5,This is my maintenance supplement. I take it nightly ...,Doffey,example@example.com,TRUE
oil-of-oregano,2020-03-15,It hurt my stomach. I have had othe products from Gaia and this is the only one that bothered my stomach.,3,Ok,Debra,example@example.com,TRUE
oil-of-oregano,2019-04-10,Glad this comes in a capsule. I have been taking it daily and i cannot vouch for its efficacy since i am still constipated.,5,Not Bad,Douda,example@example.com,TRUE
oil-of-oregano,2019-12-13,Purest brand. Recommended by Medical Medium. Great for acne and strep,5,Pure,Hillary Allen,example@example.com,TRUE
oil-of-oregano,2019-09-01,Great quality!  Can't taste it however  I feel all the benefits of equity processed Oregano oil.,5,Great quality!,Joss,example@example.com,TRUE
oil-of-oregano,2018-09-22,This works like an antibiotic for me and my husband I would never be without this or their holy basil. Between the 2 it clears up anything we get.,5,The best,Jan from Reno,example@example.com,TRUE
oil-of-oregano,2019-12-19,Amazing herb builds your immunity easy to swallow no after taste,5,Builds Immunity,veronica leo,example@example.com,TRUE
oil-of-oregano,2017-04-29,Synopsis: The Real DealDets.: Like many other ciswomen here I have seen a complete turnaround in my health since purchasing these capsules. I take one to two a day and my health (specifically that of my "parts") has greatly improved. Highly recommend.,5,Game changing.,late_bloomer,example@example.com,TRUE
oil-of-oregano,2020-02-07,Helps keep my immune system strong.,5,Brand is Excellent,Adrika,example@example.com,TRUE
oil-of-oregano,2018-07-31,Took this for my chronic sinus and it seems to help little better,4,Good for chronic sinus suffers like me,Viking2014,example@example.com,TRUE
oil-of-oregano,2020-06-12,Great Product,5,Great Product,Bradley Forstner,example@example.com,TRUE
oil-of-oregano,2018-04-20,This is a find! When I start to feel a little under the weather I take one capsule & within 24 hours I feel absolutely great. Better than zinc tablets or Airborne!,5,I take one capsule & within 24 hours I feel absolutely great. Better than zinc tablets or Airborne,an amazon user,example@example.com,TRUE
oil-of-oregano,2018-11-10,Lost my voice from a cold. After 3 days of taking this I have my voice back and feel much better. Got the product in 2 days!!,5,Works better than antibiotic,Rachel Fain,example@example.com,TRUE
oil-of-oregano,2019-10-05,I have used it so far and pretty satisfied with my purchase,5,Great value for you buck,Rachel,example@example.com,TRUE
oil-of-oregano,2017-12-17,Someone asked..."What is the luteolin content of these capsules?" I'm not sure but I took a couple of photos on the bottle...hope it helps.FYI...When I was seeing a Holistic doctor she recommended this product.,5,Five Stars,Deborah,example@example.com,TRUE
oil-of-oregano,2020-05-08,Works great!,5,Works great!,ashley,example@example.com,TRUE
oil-of-oregano,2020-05-04,Great price,5,Good for your health,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2020-01-06,Worked well for flu like symptoms,5,Oil of oregano,Jil Becsi,example@example.com,TRUE
oil-of-oregano,2018-07-18,great stuff  helped me clean up microbiome.  i know because my belly went way down after taking it for a month.,5,worked for me,ladyupstairs,example@example.com,TRUE
oil-of-oregano,2018-07-01,We use this when we’re feeling sick or like we’re gdtting a cold sore and it’s amazing. Just be warned - it can be hard on your stomach!,5,Amazing antiviral!,nick odonnell,example@example.com,TRUE
oil-of-oregano,2018-09-28,Is my first week taking this product and I'm sick :-( I'm hoping is because of the die-off symptoms. If I notice any improvements I'll make some updates on my review.  One bad thing about the product is that the bottle cup was broken.,3,Yeast infections and allergies,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2017-01-21,Works better than prescribed anti-biotics on my Sinusitis. Takes care of minor infections like in gum disease or viral cold.Of course it works on one persion doesn't guarantee the same will be on other people. I won't leave home without it!,5,Works better than prescribed anti-biotics on my Sinusitis,Yuki,example@example.com,TRUE
oil-of-oregano,2018-03-07,Great product. Holds off oncoming colds like magic. Take along with Nature's Answer Sambucus supplement liquid and Gaia olive leaf capsules. The trifecta for winter time cold relief baby!!,5,You need this...,Dave,example@example.com,TRUE
oil-of-oregano,2017-07-27,This is a staple in our home!!! Love the capsules bc oil of oregano doesn't taste that great in just the liquid form. Even my finicky daughter will take these when she's sick! Awesome for sinus problems!!!,5,Great stuff!!!,MurphyBrown,example@example.com,TRUE
oil-of-oregano,2019-03-08,Excellent for use as a natural antibiotic! Great quality... makes out infections clear out without the use of pharmaceuticals.,5,Excellent for use as a natural antibiotic!,Susan,example@example.com,TRUE
oil-of-oregano,2019-03-20,I use this during flu season..I highly recommend ..pretty healthy all winter...which reminds me I need to reorder it...,5,Amazing,Nora L. Phillips,example@example.com,TRUE
oil-of-oregano,2018-11-29,The power of oregano oil to stop my colds astonished me.  Will always have this on hand.  Ordering again--NOW!  :),5,Saved me from prolonged colds over and over again,edjones,example@example.com,TRUE
oil-of-oregano,2019-12-22,Great for allergies. Smells yummy too.,5,Helps seasonal allergies.,Fungirl,example@example.com,TRUE
oil-of-oregano,2021-11-15,As another reviewer already stated the product contained a black tar substance (not normal oregano oil) that caused severe stomach pain and cramping the following day. There is no quality control on this product so if you do buy it inspect it before ingestion. I do not recommend buying this product though,1,Bad product,Jeremy,example@example.com,TRUE
oil-of-oregano,2020-04-23,Excelente,5,Excelente para matar el hongo Cándida,Bryan,example@example.com,TRUE
oil-of-oregano,2017-10-11,Have been taking these for years as a natural alternative to antibiotics when I feel as if I might be getting sick and they seem to fight off most illnesses for me.,5,Have been taking these for years as a natural alternative ...,NCMom,example@example.com,TRUE
oil-of-oregano,2019-02-14,Good stuff!,4,Good stuff!,Kevin Haney,example@example.com,TRUE
oil-of-oregano,2016-10-09,Great to fight flu or virus or anything where the immune system needs a little help.  Very effective product.  Always keep it on hand even though don't use it that often.  Gaia makes really good products.,5,GOOD IMMUNE BOOSTER,DCC,example@example.com,TRUE
oil-of-oregano,2016-10-27,I purchased this product in the hopes it will keep me healthy -- took it for four weeks and I did feel healthier -- recommended use is use between 2 to 4 weeks on.then off for 2 to 4 weeks.,5,Great product,Susan B,example@example.com,TRUE
oil-of-oregano,2019-03-09,Love the quality and at first sign of sickness it really helps! Also gets rid of my headaches!,5,Great quality and great for headaches,La,example@example.com,TRUE
oil-of-oregano,2018-11-10,My sister had discomfort in her stomach with lose diarrhea. I gave this oregano capsule just one. It solved her problem!!,5,Stomach problem,Grace,example@example.com,TRUE
oil-of-oregano,2020-01-26,flavor could be better,5,good product,Robert Michaud,example@example.com,TRUE
oil-of-oregano,2017-12-24,Usually by the end of December I've had 2 big sinus infections and have been to the doc a gazillion times. This really boosted my immune system. Great buy!!!,5,Great boost to immune system,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2018-11-30,Love this brand and Oregano has some amazing health benefits something to take occasionally to fight invading unwanted bodily visitors.,5,Great Product,GWalker,example@example.com,TRUE
oil-of-oregano,2017-05-30,Arrived as expected. The oil is very dark and sticky. I can't speak for whether it's effective or not as this is for my dogs. I squeeze one capsule every day into their water.,5,Arrived as expected. The oil is very dark and ...,yun wang,example@example.com,TRUE
oil-of-oregano,2020-01-05,Worked good for me.,5,Good for me,QualitySeal,example@example.com,TRUE
oil-of-oregano,2019-02-24,We are trying to detox with this. Also use it on skin blemishes.  It is working quickly.,5,Seems good,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2016-08-13,Any time I feel like I might be getting sick I take this. It kills viruses bacteria fungi etc. This is the best stuff! I have been sick once in two years when we were traveling and I accidentally left it behind.,5,Potent!!,Dawn Stewart,example@example.com,TRUE
oil-of-oregano,2018-12-14,My nails were very dry and brittle. What a change!!! 2 months later  they look great.,5,stop my nails from splitting,My Thoughts,example@example.com,TRUE
oil-of-oregano,2017-06-18,Great product.  Works better than antibiotics.  When exposed to flu colds traveling take 2 morning and night to escape getting sick.  We keep these in medicine cabinet all the time.,5,Great product. Works better than antibiotics,SF,example@example.com,TRUE
oil-of-oregano,2018-05-26,Do not take this on an empty stomach! I was burping up oregano for two hours after I did that! I will purchase again!,5,Very potent!,Zoe,example@example.com,TRUE
oil-of-oregano,2018-04-07,I swear by these. I take them when I feel like my immune system needs a boost. I've remained healthy through cold and flu season.,5,Great Product,Stephanie,example@example.com,TRUE
oil-of-oregano,2019-08-02,No taste when I take it just when I burp.,5,Works good,Val,example@example.com,TRUE
oil-of-oregano,2022-01-06,The seal is missing that should be on ALL Gaia products. There is a chemical smell inside the bottle and the liquid in the capsules too. Waiting to see if replacement is the same. If so I'll be returning and buying at Sprouts,1,Beware!!,J Filkins,example@example.com,TRUE
oil-of-oregano,2020-02-25,Fine product,5,Helps stomach issues,June,example@example.com,TRUE
oil-of-oregano,2018-01-16,This is the best oil of oregano by far that I have tried that really works especially during flu season. I will keep buying this brand.,5,This is the best oil of oregano by far that I have tried ...,Darren67,example@example.com,TRUE
oil-of-oregano,2016-04-07,This is the most effective Oregano I've tried of course it's also the most expensive but you get what you pay for and Gaia Herbs is just the best.  There is a noticeable difference in taking this vs other brands.,5,It's the best.,p'moto,example@example.com,TRUE
oil-of-oregano,2019-12-29,Results are amazing!,5,Great Product!,Alnjmah,example@example.com,TRUE
oil-of-oregano,2020-02-08,Good product,5,Will buy again,jhs31,example@example.com,TRUE
oil-of-oregano,2016-12-27,It's very difficult to find a good quality Oregano oil supplement. This one is very good. Helps my immune system in the winter and it's easy to digest no after taste. Very good product.,5,Great for winter immune booster,Hannah Lewis,example@example.com,TRUE
oil-of-oregano,2016-12-27,This kicked my cold! I had fever body aches and I really thought I would have to go to the dr. This worked amazing! I also added oil of olive. Definitely recommend gala products,5,Works wonders,Drose,example@example.com,TRUE
oil-of-oregano,2018-01-11,I like the Oil of Oregano but take a look at this packaging!  Three boxes (two inside one) and yards of packaging paper for two small bottles. This is irresponsible to our environment. Amazon do better!,3,EXCESSIVE packaging!,KUD,example@example.com,TRUE
oil-of-oregano,2017-07-19,A little bitter but definitely helped with a chronic bronchitis condition.,4,Worked for Me,AtlantaNewbie,example@example.com,TRUE
oil-of-oregano,2020-01-04,Great product!!!!!,5,LOVE THIS STUFF!,Spencer Taricic,example@example.com,TRUE
oil-of-oregano,2019-01-16,Works!  Take as soon as you feel like you are getting sick.,5,Great product,Diane Dailey,example@example.com,TRUE
oil-of-oregano,2019-01-20,I take these a half hour before eating out in any restaurant. Amazing product!,5,Want to prevent possible food poisoning?,Christa,example@example.com,TRUE
oil-of-oregano,2019-12-29,Works great!,5,Works👍🏾,poodapeso,example@example.com,TRUE
oil-of-oregano,2019-03-25,Save me a trip to Whole Food for the same thing.,5,Save me a trip to Whole Food for the same thing.,Shin Findley,example@example.com,TRUE
oil-of-oregano,2018-01-06,Love this!  By using this at the hint of a sore throat I've not taken antibiotics for almost two years now!,5,Love this! By using this at the hint of ...,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2018-01-01,I have ordered these more than once. They are our natural antibiotics. We do not intend to ever be without them.,5,I have ordered these more than once. They are ...,K. Smudrick,example@example.com,TRUE
oil-of-oregano,2018-05-21,This is the ONLY thing that has worked to keep my chronic BV away. I take one capsule a day.,5,Miracle,Sara,example@example.com,TRUE
oil-of-oregano,2017-07-11,Use these when feeling sick and it helps my immune system kick some sickness butt! Will always have these on hand in my medicine cabinet.,5,Will always have these on hand...,MJ,example@example.com,TRUE
oil-of-oregano,2018-07-18,I don't get on a plane or any long trip without this and propolis. Great product.,5,Great product.,reviewer92009,example@example.com,TRUE
oil-of-oregano,2015-05-09,Great stuff! I have used it to ward off/clear up sinus infections as well as an antidote  to mold exposure. I also took it after suffering an animal bite (puncture wounds) In lieu of an antibiotic and the bite did not get infected.,5,Love it!,S B.,example@example.com,TRUE
oil-of-oregano,2019-10-30,BEST PRODUCT EVER,5,so worth the $13,David Huffcutt,example@example.com,TRUE
oil-of-oregano,2018-03-07,Seems to be high quality like most Gaia products and works well as far as I can tell.,5,Five Stars,Laila,example@example.com,TRUE
oil-of-oregano,2019-03-23,Quality herbal supplement helped me with a respiratory infection.,5,Quality herbal supplant,Anonymous.,example@example.com,TRUE
oil-of-oregano,2019-04-06,I haven't gotten sick since I started taking them,5,Powerful,Charmaine Quick,example@example.com,TRUE
oil-of-oregano,2018-02-12,I like this product and honestly believe that there exist a plethora of benefits associated with its use.,5,Try it and you will feel the difference,Nadia Khan,example@example.com,TRUE
oil-of-oregano,2019-02-01,Highly recommend for anyone recovering from SIBO. Strong and high quality.,5,Great Quality Item,RIPKINS,example@example.com,TRUE
oil-of-oregano,2015-09-26,I love this product I take it for any upper respiratory infections and allergies. It's very powerful and very effective. I rarely have to battle a flu or cold for long. I recommend this product to all my family and friends.,5,I love this product,Martha Aida Mesa,example@example.com,TRUE
oil-of-oregano,2016-10-01,My husband was always getting bruised from the smallest things. After taking these for about a week his bruises went away & despite having thin crepe like skin he no longer bruises!,5,Miracle for older folks who bruise easily!,D. Florio,example@example.com,TRUE
oil-of-oregano,2018-12-04,I use a number of these herbal oils to keep healthy.,5,Real oil of oregano.,Lida Armstrong,example@example.com,TRUE
oil-of-oregano,2018-05-31,Good product - high quality - take daily to prevent illness and strengthen immune system,5,Five Stars,OP Cal,example@example.com,TRUE
oil-of-oregano,2019-10-17,Very satisfied,5,Very satisfied,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-05-16,Great quality I can taste the potency.,5,High quality,Shanti Devi,example@example.com,TRUE
oil-of-oregano,2019-01-18,Very potent and effective oil of oregano for internal use,5,Awesome product,Saori,example@example.com,TRUE
oil-of-oregano,2019-10-09,No complaints,5,Good,Gail Houston,example@example.com,TRUE
oil-of-oregano,2019-10-25,Great product,5,Good,danielle harmon,example@example.com,TRUE
oil-of-oregano,2021-01-27,Do NOT buy this! I couldn’t find the brand I usually buy for my oregano oil but thought this one would be good I was wrong. When I opened the bottle I found the capsules contained some solid black substance that didn’t resemble anything like oregano oil. I read a couple other reviews that said it gave them a stomach ache and I didn’t chance it will be returning.,1,Not okay,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-07-09,Take when not feeling well.,5,Perfect,Kathleen Gee,example@example.com,TRUE
oil-of-oregano,2016-11-11,Gaia has great products and adheres to appropriate labeling of their products.,4,Four Stars,Sp,example@example.com,TRUE
oil-of-oregano,2017-05-21,I have also used this on cuts and they heal right away (you just smell like Italian food for a while) :o}.,5,Great Stuff,Holly,example@example.com,TRUE
oil-of-oregano,2019-09-23,Great stuff,5,Buy this,Walking dude,example@example.com,TRUE
oil-of-oregano,2019-10-30,Satisfied,5,Good product,AL,example@example.com,TRUE
oil-of-oregano,2015-06-22,This product arrived on time and was as represented. I think this keeps my bronchials clear and prevents most bronchitis and maybe even colds.,4,Good product good service.,A. Humphries,example@example.com,TRUE
oil-of-oregano,2017-09-27,great antibiotic. great for opening and putting on the chest for resp. illness also.. good stuff EXCELLENT Brand,5,excellent,tlcreon,example@example.com,TRUE
oil-of-oregano,2018-12-13,Helpful for stomach issues helps promote healthy bacteria,5,Tastes so much better than the oil,Sandra C.,example@example.com,TRUE
oil-of-oregano,2018-02-22,Great to take when you feel a sore throat coming on. Works awesome. Great taste.,5,Five Stars,DENNIS ALBERTSON,example@example.com,TRUE
oil-of-oregano,2019-03-05,Repeat customer very pleased with the product.,5,Great!,Katie,example@example.com,TRUE
oil-of-oregano,2017-03-23,Very happy with this productAnd fast service,4,Four Stars,Robert,example@example.com,TRUE
oil-of-oregano,2017-01-21,My husband and I use this at first sign of any infection that may be sinus throat or any type that would require antibiotics.,5,My husband and I use this at first sign of ...,Gamma,example@example.com,TRUE
oil-of-oregano,2022-03-05,The pills were old the oil was dried up and the tab was slightly open.  Needless to say I did not use the tablets,1,Don't buy from this vendor or company,rumph,example@example.com,TRUE
oil-of-oregano,2017-10-31,Sent it to my little brother that is in a permanent care center. He was very pleased.,5,Scary Happy!,Donna Little,example@example.com,TRUE
oil-of-oregano,2018-02-12,Good much better than the cheaper ones that definitely dilute their little gel caps.,5,Good,Aaron,example@example.com,TRUE
oil-of-oregano,2019-01-24,These help a lot with sinus infections.,5,Effective for Sinus Infection,JQ,example@example.com,TRUE
oil-of-oregano,2016-10-31,One of the best products ever! Will purchase again. Got rid of my candida!,5,Very effective!,Aswathy Sebastian,example@example.com,TRUE
oil-of-oregano,2017-12-01,Gaia brand Organic oil is very powerful. It had 32mg of carvacol per serving. Good stuff.,5,Super potent herbal antibiotic,Richard Kakareko,example@example.com,TRUE
oil-of-oregano,2018-01-19,This will knock your cold right out.  Follow up with a good probiotic.,5,Great first line of defense for colds,Daily Psalms,example@example.com,TRUE
oil-of-oregano,2019-08-13,candida cleanse,5,great product for candida,sherrie,example@example.com,TRUE
oil-of-oregano,2018-12-10,Work well for me when I’m sick,5,Oregano pills,EA,example@example.com,TRUE
oil-of-oregano,2016-12-02,love it i feel great... hope this has something to do with it... love the taste... and very easy to take...,5,love it i feel great,D. L. Coulter,example@example.com,TRUE
oil-of-oregano,2015-07-14,This is the only brand oregano oil supplement that controls my cystic acne. No flare ups. When i dont take these or try a different brand it gets out of control. Great product.,5,Excellent supplement.,sh,example@example.com,TRUE
oil-of-oregano,2019-07-07,Great product.,5,Great product.,Milos,example@example.com,TRUE
oil-of-oregano,2015-11-22,As soon as I suspect a cold coming on I take these as per bottle instructions. Kicks that cold in the fanny before it has a chance to accelerate.,5,Kicks a cold fast,Kristina Montes,example@example.com,TRUE
oil-of-oregano,2018-06-27,Great timing for my detox. Thank you very much.,5,Five Stars,joyce,example@example.com,TRUE
oil-of-oregano,2016-12-27,I had it first in liquid form a juice bar.  Next the capsule.  Both work great try it.,5,Both work great try it,diane,example@example.com,TRUE
oil-of-oregano,2019-06-01,Works very well,5,Works very well,Marcusol,example@example.com,TRUE
oil-of-oregano,2015-06-15,I've bought this product several times.  I use it at the start of feeling sick so I like to have on hand when needed.  It was recommended by my homeopath.,5,I use it at the start of feeling sick so I like to have on hand when needed,Shanna,example@example.com,TRUE
oil-of-oregano,2017-06-09,This is a must have for your personal medicine cabinet...safer and more effective than anti biotics.,5,Five Stars,Jan W.,example@example.com,TRUE
oil-of-oregano,2019-04-27,Love this product,5,A+,rrranch,example@example.com,TRUE
oil-of-oregano,2016-02-12,Quite amazing.  Had a cold which wouldn't leave...  in two days the Oregano essential oil had me feeling like myself again.  Highly recommended.,5,Almost Magical,Seven,example@example.com,TRUE
oil-of-oregano,2016-10-25,Works great ! I  use instead  of  antibiotics  and it works ! Very  pleased .,5,Works great! I use instead of antibiotics and it works,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2018-03-06,The capsules were filled with a viscous dark liquid that did not resemble any oils of oregano I have used in the past. Either the product was expired contaminated or counterfit. The product was delivered in the summer and I live in Fresno so the 103 degree temperature may have damaged it in transit. Half of the supplements/oils I have ordered have shipped via Prime Fresh and been in refrigerated bags and half not. I will be more careful ordering things that may be heat sensitive in case this was the issue. I wouldn't order from this manufacturer again all the same.,1,The capsules were filled with a viscous dark liquid that ...,Alison Victoria,example@example.com,TRUE
oil-of-oregano,2019-02-20,Easy to swallow capsule,5,Appears to be a ggod product.,flixfan,example@example.com,TRUE
oil-of-oregano,2017-06-10,Cleared up a planters wart in a week after all other treatments failed!  Miracle!,5,Five Stars,MJ,example@example.com,TRUE
oil-of-oregano,2015-12-28,I bought this to help treat gut dysbiosis and it did a great job. I love how clean this supplement is and continue to buy it.,5,Great for Gut Dysbiosis,AJ,example@example.com,TRUE
oil-of-oregano,2019-06-15,Great,5,Thanks,Mrs. Gibby,example@example.com,TRUE
oil-of-oregano,2019-01-10,My winter go to,5,Love this,Leesa Sparks,example@example.com,TRUE
oil-of-oregano,2015-10-12,It feels like it's killing every germ it sees but actually I'm not sure what it does.,4,I like it,Ken P,example@example.com,TRUE
oil-of-oregano,2015-04-19,love this! i have used a different brand and this stuff works!  worth the extra money to get real quality that works! has helped know out my sinus infections.,5,love this! i have used a different brand and ...,Amazon Customer,example@example.com,TRUE
oil-of-oregano,2019-02-28,Very potent vitamins,5,Awesome for purification,Abby B.,example@example.com,TRUE
oil-of-oregano,2016-03-05,I've been taking these for a year and haven't had a sinus infection yet. I usually get 1-3 horrible Infections a year.,5,I usually get 1-3 horrible Infections a year,Scott  Distefano,example@example.com,TRUE
oil-of-oregano,2015-01-11,I pop these when I feel a sore throat or cold coming on.  Works every time!  I love capsule form because the liquid is too strong even when diluted.,5,Keeps colds at bay!,Jaclyn,example@example.com,TRUE
oil-of-oregano,2018-01-17,Took off an ugly wart off my neck!,5,Five Stars,Soorya,example@example.com,TRUE
oil-of-oregano,2019-05-08,I ended up returning these because as soon as I began taking them I started to feel very ill. After doing a little more research I realized that when taking oil of oregano you also want to be taking an iron supplement as oil of oregano makes it harder for your body to absorb iron. So after I read that I realized that my iron levels were low and that’s why I was feeling so fatigued and sickly.,1,Made my Iron Levels Too Low,Renee,example@example.com,TRUE
oil-of-oregano,2015-05-23,Gaia oregano caps are the best I have found. One a day routine is great for relieving nagging aches and pains. Also a major plus for colds.,5,Gaia oregano caps are the best I have found,CR,example@example.com,TRUE
oil-of-oregano,2018-03-02,Great antibacterial during cold and flu season.,5,Five Stars,Cherokee Woman,example@example.com,TRUE
oil-of-oregano,2018-12-16,Good quality,5,Potent,Alexander Shulzhenko,example@example.com,TRUE
oil-of-oregano,2015-07-30,I always keep oregano oil in the pantry. Anytime I feel a cold coming on I take 2 and it usually knocks it right out.,5,Prevents colds,jennifer griffin,example@example.com,TRUE
oil-of-oregano,2018-03-13,Amazing! Cleared my sinus infection in 2 days!,5,Five Stars,Abigail Frazer,example@example.com,TRUE
oil-of-oregano,2018-10-08,I love these vitamins,5,the best immune system boosting vitamins,Tyler,example@example.com,TRUE
oil-of-oregano,2015-11-01,I like Gaia products and their Oil of Oregano tablets don't let me down.,4,Four Stars,taipan,example@example.com,TRUE
oil-of-oregano,2019-03-09,Amazing,5,Amazing,Joey,example@example.com,TRUE
oil-of-oregano,2015-02-05,anytime I feel like i am coming down with a stomach ache ( as in viral flu) this knocks it OUT!!! mother nature at its best !!!,5,anytime I feel like i am coming down with a stomach ache ( ...,memyselfandI,example@example.com,TRUE
oil-of-oregano,2016-03-31,don't mind the after taste of oregano - not bad,4,Four Stars,LindaBee,example@example.com,TRUE
oil-of-oregano,2018-01-16,Def take with food and lots of water!,5,Super strong,JAMason,example@example.com,TRUE
oil-of-oregano,2015-03-13,This stuff is the BEST!! I can't say enough good things about oil of oregano. It has kept me from getting sick countless times. LOVE this product.,5,This stuff is the BEST!! I can't say enough good things about ...,michelle Haugh,example@example.com,TRUE
oil-of-oregano,2018-04-26,Wonderful product of top notch quality.,5,Five Stars,JK,example@example.com,TRUE
